content,score,label,preprocessed_content,at,prediction,predicted_label
Sekelas indihome bikin aplikasi jelek amat. Masa sudah melakukan pembayaran WiFi tetep masih muncul pemberitahuan bahwasanya belum bayar Terus muncul pemberitahuan bahwasanya sudah bayar Terus muncul lagi belum bayar WiFi lagi. Ini aplikasi mau nya apa sih? Tolong lah di tingkatin lagi. Sekelas indihome bikin aplikasi masa kek gitu Bikin gak nyaman,2,0,kelas indihome bikin aplikasi jelek amat masa sudah laku bayar wifi tetap masih muncul pemberitahuan bahwasanya belum bayar terus muncul pemberitahuan bahwasanya sudah bayar terus muncul lagi belum bayar wifi lagi ini aplikasi mau nya apa sih tolong lah di tingkatin lagi kelas indihome bikin aplikasi masa kayak begitu bikin enggak nyaman,15/10/2023,0.000433497,0
"Kadang macet,,, tingkatkan terus kualitasnya",4,0,kadang macet tingkat terus kualitas,12/02/2024,0.055657726,0
Mantap,5,1,mantap,15/11/2023,0.9967573,1
Bagus,4,1,bagus,07/01/2024,0.9971563,1
gabisa buka pengaturan wifi aplikasi gajelas,1,0,enggak bisa buka atur wifi aplikasi enggak jelas,09/11/2023,0.004687468,0
Jaringan stabil sesuai paket,5,1,jaring stabil sesuai paket,14/10/2023,0.98802334,1
"Alhamdulillah sudah lama pake IndiHome sampe sekarang dan ng akan pindah kelain hati lagi, super cepat walapun paket murah dan ng ada kendala apapun.",5,1,alhamdulillah sudah lama pakai indihome sampai sekarang dan ng akan pindah lain hati lagi super cepat walapun paket murah dan ng ada kendala apa ,15/11/2023,0.9973698,1
Oke punya,5,1,oke punya,29/12/2023,0.98424137,1
Mantap indiHome,5,1,mantap indihome,08/12/2023,0.99804837,1
Layanan cepat dan baik,5,1,layan cepat dan baik,09/12/2023,0.99850166,1
"Jaringan stabil , walau cuaca tidak baik , selama menggunakan tidak pernah mengalami gangguan",5,1,jaring stabil walau cuaca tidak baik lama guna tidak pernah alami ganggu,13/10/2023,0.2666846,0
Jarang terjadi gangguan,5,1,jarang jadi ganggu,16/10/2023,0.99471,1
Oke,4,1,oke,25/01/2024,0.99427706,1
nyesell langanan.. awal² aja bagus. giliran dapet 2 bln ke atas ganguan teruoozzzzz.... capek yg restart². .. pokok nyeselll,1,0,sesal langanan awal saja bagus gilir dapat bulan ke atas ganguan teruooz capek yang restart pokok nyesel,10/10/2023,0.51202506,1
"Bagian pemasangan Daerah Bangil Pasuruan payah, low respon. Orang daftar, disuruh kirim: - Foto KTP - Map Lokasi - Foto pegang KTP Semua sudah dikirim, tapi bilang masih kurang ini, kurang itu, Dll. Seharusnya satset langsung survei lokasi, jika layak, langsung pasang. Jika tidak layak, tinggal jangang pasang. Atau petugasnya malas mau survei lokasi? Buat apa tiap bulan mendapat gaji kalau ada calon pelanggan tidak dilayani, mau makan gaji buta?",1,0,bagi pasang daerah bangil pasuruan payah low respon orang daftar suruh kirim foto ktp map lokasi foto pegang ktp semua sudah kirim tapi bilang masih kurang ini kurang itu dl harus satset langsung survei lokasi jika layak langsung pasang jika tidak layak tinggal jangang pasang atau tugas malas mau survei lokasi buat apa tiap bulan dapat gaji kalau ada calon langgan tidak layan mau makan gaji buta ,09/02/2024,0.001677991,0
Mau login ribet jaringan stabil susan login,1,0,mau login ribet jaring stabil sus login,25/01/2024,0.003088859,0
Lambat dibuka dan menu sering hilang terutama addon Seamless untuk pelanggan IndiHome ditiadakan tanpa pemberitahuan dan struk rincian pembayaran harus lebih jelas dan transparan.,3,0,lambat buka dan menu sering hilang utama addon seamles untuk langgan indihome tiada tanpa pemberitahuan dan struk rincian bayar harus lebih jelas dan transparan ,07/02/2024,0.003266939,0
Ini app my indihome lg error ya,4,1,ini ap my indihome lagi error ya,29/10/2023,0.5038178,1
Perlu Pengembangan,3,0,perlu kembang,26/01/2024,0.9638868,1
Mantap,5,1,mantap,07/11/2023,0.9967573,1
Masih puas dengan indihome,5,1,masih puas dengan indihome,23/01/2024,0.9881195,1
Telkom jaman now benar benar melayani pelanggan,5,1,telkom jaman now benar benar layan langgan,13/10/2023,0.5988288,1
Tidak layak,1,0,tidak layak,03/01/2024,0.03635697,0
بسم الله Smg kedepannya harga paket turun. آمين,5,0, moga depan harga paket turun ,07/01/2024,0.9495016,1
"semoga kedepannya jaringan stabil tidak lelet, sehingga memudahkan dalam proses pekerjaan kami. dan di berikan fasilitas gratis",5,0,moga depan jaring stabil tidak lelet sehingga mudah dalam proses kerja kami dan di ikan fasilitas gratis,13/12/2023,0.9109564,1
Fak ga jelas force close mulu,1,0,fak enggak jelas force close mulu,22/11/2023,0.001278982,0
Lumayan layanan nya,5,1,lumayan layan nya,10/10/2023,0.9966956,1
pkai 2 hp force close trus.. Tolong d perbaiki,1,0,pakai hp force close terus tolong di baik,25/11/2023,0.002822381,0
"Gak bisa masuk aplikasi. Muncul tulisan ""sedang peningkatan layanan"" terus sudah 2 bulan. Sudah dicoba masuk lewat hp yg lain pun sama saja.",1,0,enggak bisa masuk aplikasi muncul tulis sedang tingkat layan terus sudah bulan sudah coba masuk lewat hp yang lain pun sama saja ,29/09/2023,0.001319136,0
kurang stabil dan sering gangguan,4,0,kurang stabil dan sering ganggu,20/11/2023,0.43797818,0
"Aplikasi ngaco banyak bener bug nya, mau bayar tagihan aja ribetnya minta ampun gimana kalau gak bayar lawak emang",1,0,aplikasi aco banyak benar bug nya mau bayar tagih saja ribetnya minta ampun bagaimana kalau enggak bayar lawak memang,19/10/2023,0.000886185,0
mantap,5,1,mantap,15/12/2023,0.9967573,1
Masih suka ngelagh,4,0,masih suka ngelagh,05/12/2023,0.5631349,1
"Speady mantap, semoga jaringanya tetap lancar jaya",5,1,speady mantap moga jaringanya tetap lancar jaya,11/11/2023,0.9986767,1
Baik sekali,5,1,baik sekali,02/11/2023,0.9319732,1
Setelah update kenapa ga bisa dibuka hilang sendiri,3,0,telah update kenapa enggak bisa buka hilang sendiri,25/11/2023,0.006187913,0
Aplikasi buruk sm buruknya dgn jaringannya...,1,0,aplikasi buruk sama buruk dengan jaring ,10/10/2023,0.000822502,0
apps lambat buffer,1,0,apps lambat buffer,19/02/2024,0.021366699,0
Mantap,5,1,mantap,01/10/2023,0.9967573,1
Bagus,5,1,bagus,05/02/2024,0.9971563,1
Josss sangat membantu sekali,5,1,jos sangat bantu sekali,08/01/2024,0.99882966,1
Bagus,5,1,bagus,12/10/2023,0.9971563,1
Top,5,1,top,15/12/2023,0.99201924,1
Parah log out mulu...perbaiki dong,2,0,parah log out mulu baik dong,25/10/2023,0.001663902,0
"Apk ga jelas, di buka kaga ke buka2 apk apaan kalau ga guna ga usah di luncurkan ke publik",1,0,apk enggak jelas di buka kagak ke buka apk apa kalau enggak guna enggak usah di luncur ke publik,30/10/2023,0.001170684,0
Terimakasih indihome atas jaringannya saya bisa belajar,5,1,terimakasih indihome atas jaring saya bisa ajar,26/01/2024,0.9971403,1
"Lelet banget, saya juga heran kok vocher undian saya hilang semua 😭",1,0,lelet banget saya juga heran kok vocher undi saya hilang semua ,20/12/2023,0.004394779,0
Berkali kali masukan kode pemulihan gagal,1,0,kali kali masuk kode pulih gagal,20/12/2023,0.001675884,0
Login aja ga bisa. Cek koneksi bisa. Cctv ga nyambung gangguan jaringan hadeh,1,0,login saja enggak bisa cek koneksi bisa cctv enggak sambung ganggu jaring hadeh,03/02/2024,0.001822737,0
Bagus dan mudah lama mengecek pemakaian dan pembayaran,5,1,bagus dan mudah lama ecek pakai dan bayar,11/10/2023,0.9997563,1
Tingkatkan experience customer,4,1,tingkat experience customer,25/10/2023,0.35334745,0
Mantapssss,5,1,mantaps,28/11/2023,0.9847043,1
Oke,5,1,oke,29/10/2023,0.99427706,1
Sangat bagus,5,1,sangat bagus,21/02/2024,0.99847084,1
Sejauh ini baik2 saja,5,1,jauh ini baik saja,01/01/2024,0.99717176,1
Internet BUSUK,1,0,internet busuk,13/11/2023,0.16114329,0
"Aplikasi terburuk sedunia...!!!! Pelayanan nya Lemot dan sangat BURUK..!!! , tapi biaya jasa internet nya paling mahaL se indonesia...!!! Pelayanan nya bikin ribet user, bikin pusing user...!!! , heran gw sama ini aplikasi parah bgt",1,0,aplikasi buruk dunia layan nya lemot dan sangat buruk tapi biaya jasa internet nya paling mahal se indonesia layan nya bikin ribet user bikin pusing user heran gue sama ini aplikasi parah banget,19/10/2023,0.001066129,0
"Aplikasi yang sangat buruk, sama sekali tidak mendukung pelayanannya. Telkom kaya raya tapi aplikasinya memalukan",1,0,aplikasi yang sangat buruk sama sekali tidak dukung layan telkom kayak raya tapi aplikasi malu,15/12/2023,0.00176715,0
"ga bisa di buka, close sendiri, tolong di perbaiki",1,0,enggak bisa di buka close sendiri tolong di baik,23/11/2023,0.002588533,0
Luar biasa bermanfaat untuk saya dan keluarga,5,1,luar biasa manfaat untuk saya dan keluarga,24/09/2023,0.9991347,1
Payah Aplikasi lemot bngt.tuker poin aja loading'a ampun2,1,0,payah aplikasi lemot banget tuker poin saja loading a ampun,02/12/2023,0.000622233,0
Pencet verifikasi email malah force close,1,0,pencet verifikasi email malah force close,17/12/2023,0.001223817,0
"Aplikasi ini sangat membantu sy, trims myIndihome.",5,1,aplikasi ini sangat bantu saya terima kasih myindihome ,10/10/2023,0.98895854,1
"Lambat, perlu dipercepat aplikasinya, poin batiba ilang, pdhl mau ikut undi2, parah parah",1,0,lambat perlu cepat aplikasi poin batiba hilang padahal mau ikut undi parah parah,11/11/2023,0.000513149,0
Oke banget,5,1,oke banget,25/10/2023,0.99356145,1
Sangat membantu dlm usahacdan bisnis,5,1,sangat bantu dalam usahacdan bisnis,17/01/2024,0.9977294,1
Selamat pagi mohon di bantu kecepatan wifi kami kok 2 mbps . sementara katanya waktu sy pasang kecepatanya 30 mbps. Terimakasih 🙏,5,0,selamat pagi mohon di bantu cepat wifi kami kok mbps sementara kata waktu saya pasang kecepatanya mbps terimakasih ,27/11/2023,0.8028272,1
hr ini knp internet sy hilang??,5,0,hari ini kenapa internet saya hilang ,21/10/2023,0.11525128,0
Klo ada gangguan mudah dan cepat,5,1,kalo ada ganggu mudah dan cepat,19/02/2024,0.9956027,1
Mantap,5,1,mantap,24/01/2024,0.9967573,1
Proses cepat,5,1,proses cepat,10/01/2024,0.99256843,1
"Barusan ada update Yg baru dari myindihome adalah ""Bug fixes & improvement"" tapi gak sesuai kenyataan, tetep saja lemot - maaf lagi perbaikan, perbaikan ko tiap jam tiap hari, server mana se yg lho pakai??? Siapa developernya komplak banget!!! Hambur2in uang BUMN saja",1,0,barusan ada update yang baru dari myindihome adalah bug fixes improvement tapi enggak sesuai nyata tetap saja lemot maaf lagi baik baik kok tiap jam tiap hari server mana se yang lho pakai siapa developer komplak banget hamburin uang bumn saja,12/11/2023,0.041783642,0
Internet masih kurang stabil,4,1,internet masih kurang stabil,10/11/2023,0.65394396,1
Terimakasih sudah melakukan ferifikasi ulang mengenai layanan my Indihome,5,1,terimakasih sudah laku ferifikasi ulang kena layan my indihome,16/12/2023,0.9859066,1
Ok,5,1,ok,26/12/2023,0.9959974,1
Apaaan ini Indihome Saya mau berhenti berlangganan salah satu paket mereka Tapi di bersulit.. sangat sulit,1,0,apa ini indihome saya mau henti langgan salah satu paket mereka tapi di sulit sangat sulit,21/10/2023,0.009410024,0
"Enak digunakan, tetapi sekarang agak lebih sering gangguan Semoga bisa lebih ditingkatkn lagi",4,0,enak guna tetapi sekarang agak lebih sering ganggu moga bisa lebih ditingkatkn lagi,25/10/2023,0.7805454,1
ok,5,1,ok,27/12/2023,0.9959974,1
Solusi Internetan,5,1,solusi internetan,05/02/2024,0.97966295,1
The best lah,5,1,the best lah,22/02/2024,0.9990819,1
"Bintang 1 dulu, kalau sdh ada perbaikan baru ditambahin 😊. Login gk bisa, mau ganti password balasannya token sudah tidak berlaku. Dicoba berkali-kali sama aja. Mohon segera diperbaiki!",1,0,bintang dulu kalau sudah ada baik baru ditambahin login enggak bisa mau ganti password balas token sudah tidak laku coba kali kali sama saja mohon segera baik ,20/02/2024,0.00383939,0
"Setelah update malah ga bisa lihat tagihan, padahal saya pasang 3 unit. Ga jelas maaunya gimana ini aplikasi Sekarang masalah nambah lagi, habis login tiba2 logout, minta ganti password, minta masukan otp, ini aplikasi ga berguna, cek kuota aja lemot, developer aplikasi thollolll. Bikin apps gini aja g becus",1,0,telah update malah enggak bisa lihat tagih padahal saya pasang unit enggak jelas maaunya bagaimana ini aplikasi sekarang masalah tambah lagi habis login tiba logout minta ganti password minta masuk otp ini aplikasi enggak guna cek kuota saja lemot developer aplikasi thollol bikin apps begini saja enggak becus,27/10/2023,0.001015235,0
So far so good. 👍👍👍👍👍👍👍👍👍,5,1,sok far sok good ,04/12/2023,0.9895849,1
Butut aplikasi jelek udh di upgrade masih tetep jelek yg bener dong kl bikin aplikasi niat nya mau mempermudah malah jadi kesel,1,0,butut aplikasi jelek sudah di upgrade masih tetap jelek yang benar dong kalo bikin aplikasi niat nya mau mudah malah jadi kesel,03/01/2024,0.000710358,0
Ok,5,1,ok,08/10/2023,0.9959974,1
Aplikasi yang membantu saya dalam melihat pembayaran Indihomenya,5,1,aplikasi yang bantu saya dalam lihat bayar indihomenya,18/01/2024,0.97430086,1
"Indihome sekarang pelayanannya ada peningkatan dari pada pelayanan tahun2 lalu. Sekarang gercep banget dan teknisinya baik ramah.pertahankan ya btw saya komplain jam 17.30,teknisi datang jam 18.30.tengkyu indihome",5,1,indihome sekarang layan ada tingkat dari pada layan tahun lalu sekarang gercep banget dan teknisi baik ramah tahan ya btw saya komplain jam teknisi datang jam tengkyu indihome,13/01/2024,0.99519587,1
Mntap,5,1,mntap,16/02/2024,0.98646826,1
Bagus,5,1,bagus,29/12/2023,0.9971563,1
Bosok,1,0,bosok,16/11/2023,0.41468138,0
myIndihome prioritas tanpa batas mantaaaap,5,1,myindihome prioritas tanpa batas mantaaaap,12/10/2023,0.99677724,1
"Aplikasi tidak bisa digunakan, setiap ingin melakukan pembayaran error terus, seakan-akan kita harus membayar lewat tool lain sehingga pembayaran lebih mahal karena kena admin dan lain-lain. Terimakasih.",1,0,aplikasi tidak bisa guna tiap ingin laku bayar error terus akan akan kita harus bayar lewat tool lain sehingga bayar lebih mahal karena kena admin dan lain lain terimakasih ,22/11/2023,0.001950973,0
oke mantap,5,1,oke mantap,22/11/2023,0.9993549,1
"Fungsi poin di apk ini buat apa ya ?, kalo nyatanya gak bisa dituker, saat dilakukan penukaran selalu gagal. Gak jelas banget.",1,0,fungsi poin di apk ini buat apa ya kalo nyata enggak bisa dituker saat laku tukar selalu gagal enggak jelas banget ,26/11/2023,0.001116539,0
Responsif,5,1,responsif,28/12/2023,0.9460075,1
"very bad quality, knpa sy blg bgitu. saya pengguna Indihome dan setiap malam dari jam 19.30-03.00 selalu ngelag dan itu benar² 3 Minggu ini selalu begitu. Please improve your internet performance!! thx you!!",2,0,very bad quality kenapa saya bilang begitu saya guna indihome dan tiap malam dari jam selalu ngelag dan itu benar minggu ini selalu begitu please improve your internet performance thx you ,06/11/2023,0.007675664,0
"SANGAT BURUKKK, SINYAL JELEK PADAHAL YG PAKAI CUMA 1 ORG..",1,0,sangat buruk sinyal jelek padahal yang pakai cuma orang ,25/12/2023,0.001033647,0
Mantap,5,1,mantap,25/09/2023,0.9967573,1
Saat ini IndieHome InternetNYA tidak stabil dan sering terjadi gangguan,3,0,saat ini indiehome internetnya tidak stabil dan sering jadi ganggu,23/11/2023,0.39795572,0
Ok bagus untuk pelayanannya,5,1,ok bagus untuk layan,05/12/2023,0.9996864,1
Cintai produk lokal,5,1,cinta produk lokal,14/10/2023,0.9164102,1
Sangat membantu,5,1,sangat bantu,08/02/2024,0.99699557,1
Makin ke sini sinyal makin ga jelas...lemot nya bukan main,3,0,makin ke sini sinyal makin enggak jelas lemot nya bukan main,22/11/2023,0.001998403,0
APLIKASI TERLEMOT YG PERNAH ADA !,1,0,aplikasi lot yang pernah ada ,22/01/2024,0.3814684,0
Nice,5,1,nice,23/10/2023,0.9951736,1
Jaringan stabil,5,1,jaring stabil,22/09/2023,0.9822591,1
makin hari makin ngelag padahal speed 100mbps,1,0,makin hari makin ngelag padahal speed mbps,08/11/2023,0.003171044,0
Bagus cepat ....pelayanan cepat,5,1,bagus cepat layan cepat,16/10/2023,0.9996677,1
kenapa ga bisa masuk,1,0,kenapa enggak bisa masuk,19/11/2023,0.010551529,0
Lumayan memuaskan selam menggunakan Indihome,5,1,lumayan muas selam guna indihome,30/10/2023,0.99898285,1
"Memudahkan pelanggan Indihome, dan mempermudah komunikasi",5,1,mudah langgan indihome dan mudah komunikasi,15/11/2023,0.9994025,1
"Siapkan helm dan ngebut tanpa batas Lancar jaya,",5,1,siap helm dan ngebut tanpa batas lancar jaya ,11/10/2023,0.9944309,1
Ok,5,1,ok,22/01/2024,0.9959974,1
pelayanan bagus,5,1,layan bagus,05/11/2023,0.9973099,1
Baru pasang bulan kemarin Mudah mudahan lancar dan stabil,4,1,baru pasang bulan kemarin mudah mudah lancar dan stabil,21/10/2023,0.9859606,1
mantap,5,1,mantap,20/01/2024,0.9967573,1
Aplikasi rusak.. kalau ga becus gausah bikin aplikasi,1,0,aplikasi rusak kalau enggak becus enggak usah bikin aplikasi,20/10/2023,0.003416352,0
semoga Telkomsel untuk kuota paketan nya tambah murah,5,1,moga telkomsel untuk kuota paket nya tambah murah,04/11/2023,0.9978449,1
"Aplikasi aneh, mau masuk susahnya minta ampun, daftar akun juga susah, bukan mempernudah malah bikin jengkel",1,0,aplikasi aneh mau masuk susah minta ampun daftar akun juga susah bukan mempernudah malah bikin jengkel,19/01/2024,0.000369696,0
Error trs,1,0,error terus,02/02/2024,0.036078542,0
"suka heran knp setiap update jdi susah login, minta ganti pw mulu. tlg diperbaiki sy selalu susah utk login klo udah update.",1,0,suka heran kenapa tiap update jadi susah login minta ganti pw mulu tolong baik saya selalu susah untuk login kalo sudah update ,04/12/2023,0.000651123,0
Mantap selalu bikin puas,5,1,mantap selalu bikin puas,20/02/2024,0.9937109,1
"Ini tolong aplikasinya diperbaiki lagi, masa mau log in gabisa gabisa.",3,0,ini tolong aplikasi baik lagi masa mau log ini enggak bisa enggak bisa ,19/02/2024,0.003712953,0
Mantap,5,1,mantap,07/11/2023,0.9967573,1
Mantap,5,1,mantap,23/10/2023,0.9967573,1
Puas sekali,5,1,puas sekali,11/11/2023,0.9567523,1
Sy sangat puas skli mksih indihome,5,1,saya sangat puas sekali terima kasih indihome,07/12/2023,0.99715614,1
